"ds","trend","additive_terms","additive_terms_lower","additive_terms_upper","weekly","weekly_lower","weekly_upper","multiplicative_terms","multiplicative_terms_lower","multiplicative_terms_upper","yhat_lower","yhat_upper","trend_lower","trend_upper","yhat"
2020-01-11,8643.72852373137,145.049246259877,145.049246259877,145.049246259877,145.049246259877,145.049246259877,145.049246259877,0,0,0,5909.04478931813,11685.9266243331,8643.72852373137,8643.72852373137,8788.77776999125
2020-01-12,8633.25698949445,-18.1877587333105,-18.1877587333105,-18.1877587333105,-18.1877587333105,-18.1877587333105,-18.1877587333105,0,0,0,5476.87095398821,11492.5568649974,8633.25698949445,8633.25698949445,8615.06923076114
2020-01-13,8622.78545525753,-172.070185697007,-172.070185697007,-172.070185697007,-172.070185697007,-172.070185697007,-172.070185697007,0,0,0,5555.78187750792,11146.7775534998,8622.78545525753,8622.78545525753,8450.71526956053
2020-01-14,8612.31392102061,-139.628534339633,-139.628534339633,-139.628534339633,-139.628534339633,-139.628534339633,-139.628534339633,0,0,0,5780.985242782,11430.0706142813,8612.31392102061,8612.31392102061,8472.68538668098
2020-01-15,8601.84238678369,54.7593350698557,54.7593350698557,54.7593350698557,54.7593350698557,54.7593350698557,54.7593350698557,0,0,0,5737.03187682879,11362.6361923218,8601.84238678369,8601.84238678369,8656.60172185355
2020-01-16,8591.37085254677,93.104703402531,93.104703402531,93.104703402531,93.104703402531,93.104703402531,93.104703402531,0,0,0,5905.81823327142,11474.4035189972,8591.37085254677,8591.37085254677,8684.4755559493
2020-01-17,8580.89931794143,36.9731940370901,36.9731940370901,36.9731940370901,36.9731940370901,36.9731940370901,36.9731940370901,0,0,0,5745.29538404216,11404.4598402331,8580.89931794143,8580.89931794143,8617.87251197852
2020-01-18,8570.42778333608,145.0492462599,145.0492462599,145.0492462599,145.0492462599,145.0492462599,145.0492462599,0,0,0,5806.66075816795,11729.7498849252,8570.42778333608,8570.42778333608,8715.47702959598
2020-01-19,8559.95624873074,-18.1877587335286,-18.1877587335286,-18.1877587335286,-18.1877587335286,-18.1877587335286,-18.1877587335286,0,0,0,5625.52976391756,11250.8764002912,8559.95624873074,8559.95624873074,8541.76848999721
2020-01-20,8549.4847141254,-172.070185697269,-172.070185697269,-172.070185697269,-172.070185697269,-172.070185697269,-172.070185697269,0,0,0,5428.14721365869,11081.9091810316,8549.4847141254,8549.4847141254,8377.41452842813
2020-01-21,8539.01317952005,-139.628534339642,-139.628534339642,-139.628534339642,-139.628534339642,-139.628534339642,-139.628534339642,0,0,0,5656.11077886145,11232.8365818514,8539.01317952005,8539.01317952005,8399.38464518041
2020-01-22,8528.54164491471,54.7593350701003,54.7593350701003,54.7593350701003,54.7593350701003,54.7593350701003,54.7593350701003,0,0,0,5789.69467926319,11272.5573801068,8528.54164491471,8528.54164491471,8583.30097998482
2020-01-23,8518.07011030937,93.1047034025328,93.1047034025328,93.1047034025328,93.1047034025328,93.1047034025328,93.1047034025328,0,0,0,5540.76719867439,11378.5452755965,8518.07011030937,8518.07011030937,8611.1748137119
2020-01-24,8507.59857570403,36.9731940371993,36.9731940371993,36.9731940371993,36.9731940371993,36.9731940371993,36.9731940371993,0,0,0,5762.03966754079,11532.8479815426,8507.59857570403,8507.59857570403,8544.57176974123
2020-01-25,8497.12704109868,145.049246259898,145.049246259898,145.049246259898,145.049246259898,145.049246259898,145.049246259898,0,0,0,5993.94147104782,11356.0590969237,8497.12704109868,8497.12704109868,8642.17628735858
2020-01-26,8486.65550649334,-18.187758732795,-18.187758732795,-18.187758732795,-18.187758732795,-18.187758732795,-18.187758732795,0,0,0,5469.13482280097,11333.1132676118,8486.65550649334,8486.65550649334,8468.46774776055
2020-01-27,8476.183971888,-172.070185697229,-172.070185697229,-172.070185697229,-172.070185697229,-172.070185697229,-172.070185697229,0,0,0,5311.77788201706,11237.378109716,8476.183971888,8476.183971888,8304.11378619077
2020-01-28,8465.71243728265,-139.628534339455,-139.628534339455,-139.628534339455,-139.628534339455,-139.628534339455,-139.628534339455,0,0,0,5539.42315380004,11364.055678427,8465.71243728265,8465.71243728265,8326.0839029432
2020-01-29,8455.24090267731,54.759335069943,54.759335069943,54.759335069943,54.759335069943,54.759335069943,54.759335069943,0,0,0,5577.52679752161,11428.9142283052,8455.24090267731,8455.24090267731,8510.00023774725
2020-01-30,8444.76936807197,93.1047034023677,93.1047034023677,93.1047034023677,93.1047034023677,93.1047034023677,93.1047034023677,0,0,0,5831.78438114569,11380.1431063247,8444.76936807197,8444.76936807197,8537.87407147433
2020-01-31,8434.29783346663,36.9731940369317,36.9731940369317,36.9731940369317,36.9731940369317,36.9731940369317,36.9731940369317,0,0,0,5640.06263587184,11216.8023690329,8434.29783346663,8434.29783346663,8471.27102750356
2020-02-01,8423.8262994487,145.049246259896,145.049246259896,145.049246259896,145.049246259896,145.049246259896,145.049246259896,0,0,0,5764.7746614878,11633.2025558261,8423.8262994487,8423.8262994487,8568.8755457086
2020-02-02,8413.35476543078,-18.1877587329364,-18.1877587329364,-18.1877587329364,-18.1877587329364,-18.1877587329364,-18.1877587329364,0,0,0,5663.32918085207,11115.3573629629,8413.35476543078,8413.35476543078,8395.16700669784
2020-02-03,8402.88323141285,-172.070185696918,-172.070185696918,-172.070185696918,-172.070185696918,-172.070185696918,-172.070185696918,0,0,0,5446.36356274962,11193.6609496269,8402.88323141285,8402.88323141285,8230.81304571594
2020-02-04,8392.41169739493,-139.628534339268,-139.628534339268,-139.628534339268,-139.628534339268,-139.628534339268,-139.628534339268,0,0,0,5215.53415061896,11218.234452301,8392.41169739493,8392.41169739493,8252.78316305566
2020-02-05,8381.940163377,54.7593350701877,54.7593350701877,54.7593350701877,54.7593350701877,54.7593350701877,54.7593350701877,0,0,0,5377.82703063224,11416.585075741,8381.940163377,8381.940163377,8436.69949844719
2020-02-06,8371.46862935908,93.1047034027358,93.1047034027358,93.1047034027358,93.1047034027358,93.1047034027358,93.1047034027358,0,0,0,5688.31575385191,11274.4312442534,8371.46862935908,8371.46862935908,8464.57333276181
2020-02-07,8360.99709534116,36.9731940370409,36.9731940370409,36.9731940370409,36.9731940370409,36.9731940370409,36.9731940370409,0,0,0,5582.12988943349,11358.7764660727,8360.99709534116,8360.99709534116,8397.9702893782
2020-02-08,8350.52556132323,145.049246259919,145.049246259919,145.049246259919,145.049246259919,145.049246259919,145.049246259919,0,0,0,5744.74977092389,11425.6277714216,8350.52556132323,8350.52556132323,8495.57480758315
2020-02-09,8340.0540273053,-18.1877587330778,-18.1877587330778,-18.1877587330778,-18.1877587330778,-18.1877587330778,-18.1877587330778,0,0,0,5613.93613442443,11142.1018858931,8340.0540273053,8340.0540273053,8321.86626857223
2020-02-10,8329.58249328738,-172.070185696878,-172.070185696878,-172.070185696878,-172.070185696878,-172.070185696878,-172.070185696878,0,0,0,5291.07833798727,11052.3941586904,8329.58249328738,8329.58249328738,8157.5123075905
2020-02-11,8319.11095926946,-139.628534339865,-139.628534339865,-139.628534339865,-139.628534339865,-139.628534339865,-139.628534339865,0,0,0,5270.23638930034,10902.4982618562,8319.11095926946,8319.11095926946,8179.48242492959
2020-02-12,8308.63942525153,54.7593350704323,54.7593350704323,54.7593350704323,54.7593350704323,54.7593350704323,54.7593350704323,0,0,0,5580.05301870513,11281.4103949406,8308.63942525153,8308.63942525153,8363.39876032196
2020-02-13,8298.16789123361,93.1047034025707,93.1047034025707,93.1047034025707,93.1047034025707,93.1047034025707,93.1047034025707,0,0,0,5437.97079378535,11178.4004105285,8298.16789123361,8298.16789123361,8391.27259463618
2020-02-14,8287.69635721568,36.9731940370504,36.9731940370504,36.9731940370504,36.9731940370504,36.9731940370504,36.9731940370504,0,0,0,5499.95653769249,11044.1333338459,8287.69635721568,8287.69635721568,8324.66955125273
2020-02-15,8277.22482319776,145.049246259917,145.049246259917,145.049246259917,145.049246259917,145.049246259917,145.049246259917,0,0,0,5470.96414999533,11174.1862508223,8277.22482319776,8277.22482319776,8422.27406945768
2020-02-16,8266.75328977407,-18.187758733296,-18.187758733296,-18.187758733296,-18.187758733296,-18.187758733296,-18.187758733296,0,0,0,5582.43114079489,11267.8175933446,8266.75328977407,8266.75328977407,8248.56553104077
2020-02-17,8256.28175635038,-172.07018569714,-172.07018569714,-172.07018569714,-172.07018569714,-172.07018569714,-172.07018569714,0,0,0,5053.8033225152,11000.6026725081,8256.28175635038,8256.28175635038,8084.21157065324
2020-02-18,8245.81022292668,-139.628534339873,-139.628534339873,-139.628534339873,-139.628534339873,-139.628534339873,-139.628534339873,0,0,0,5072.34973688668,11088.3007729132,8245.81022292668,8245.81022292668,8106.18168858681
2020-02-19,8235.33868950299,54.759335070275,54.759335070275,54.759335070275,54.759335070275,54.759335070275,54.759335070275,0,0,0,5477.18162949657,11068.0658550284,8235.33868950299,8235.33868950299,8290.09802457327
2020-02-20,8224.8671560793,93.1047034025725,93.1047034025725,93.1047034025725,93.1047034025725,93.1047034025725,93.1047034025725,0,0,0,5425.13472304736,11383.9974264955,8224.8671560793,8224.8671560793,8317.97185948187
2020-02-21,8214.39562265561,36.97319403706,36.97319403706,36.97319403706,36.97319403706,36.97319403706,36.97319403706,0,0,0,5357.23988221711,11144.3403131421,8214.39562265561,8214.39562265561,8251.36881669267
2020-02-22,8203.92408923191,145.049246259885,145.049246259885,145.049246259885,145.049246259885,145.049246259885,145.049246259885,0,0,0,5701.94830079827,11239.1282498148,8203.92408923191,8203.92408923191,8348.9733354918
2020-02-23,8193.45255580822,-18.1877587333607,-18.1877587333607,-18.1877587333607,-18.1877587333607,-18.1877587333607,-18.1877587333607,0,0,0,5407.93745694601,11070.2745978729,8193.45255580822,8193.45255580822,8175.26479707486
2020-02-24,8182.98102238453,-172.0701856971,-172.0701856971,-172.0701856971,-172.0701856971,-172.0701856971,-172.0701856971,0,0,0,5002.38113981526,10772.6269472817,8182.98102238453,8182.98102238453,8010.91083668743
2020-02-25,8172.50948896084,-139.628534339491,-139.628534339491,-139.628534339491,-139.628534339491,-139.628534339491,-139.628534339491,0,0,0,5121.82120752881,10874.0425905471,8172.50948896084,8172.50948896084,8032.88095462135
2020-02-26,8162.03795553715,54.7593350705196,54.7593350705196,54.7593350705196,54.7593350705196,54.7593350705196,54.7593350705196,0,0,0,5517.61857329098,11280.7058486954,8162.03795553715,8162.03795553715,8216.79729060766
2020-02-27,8151.56642211345,93.1047034026069,93.1047034026069,93.1047034026069,93.1047034026069,93.1047034026069,93.1047034026069,0,0,0,5340.64747218076,11154.4647649043,8151.56642211345,8151.56642211345,8244.67112551606
2020-02-28,8141.09488868976,36.9731940370695,36.9731940370695,36.9731940370695,36.9731940370695,36.9731940370695,36.9731940370695,0,0,0,5111.1767777849,11108.5790820569,8141.09488868976,8141.09488868976,8178.06808272683
2020-02-29,8130.62335526607,145.049246259883,145.049246259883,145.049246259883,145.049246259883,145.049246259883,145.049246259883,0,0,0,5321.08633861451,11138.7545649649,8130.62335526607,8130.62335526607,8275.67260152595
2020-03-01,8120.15182184237,-18.1877587327038,-18.1877587327038,-18.1877587327038,-18.1877587327038,-18.1877587327038,-18.1877587327038,0,0,0,5196.48787072259,11016.093782846,8120.15182184237,8120.15182184237,8101.96406310967
2020-03-02,8109.68028841868,-172.070185697211,-172.070185697211,-172.070185697211,-172.070185697211,-172.070185697211,-172.070185697211,0,0,0,4991.61460719818,10908.7029426098,8109.68028841868,8109.68028841868,7937.61010272147
2020-03-03,8099.20875487553,-139.6285343395,-139.6285343395,-139.6285343395,-139.6285343395,-139.6285343395,-139.6285343395,0,0,0,4995.06985292869,11032.0408773248,8099.20875487553,8099.20875487553,7959.58022053603
2020-03-04,8088.73722133237,54.7593350700709,54.7593350700709,54.7593350700709,54.7593350700709,54.7593350700709,54.7593350700709,0,0,0,5062.40056029927,11027.8024585072,8088.73722133237,8088.73722133237,8143.49655640244
2020-03-05,8078.26568778922,93.1047034027755,93.1047034027755,93.1047034027755,93.1047034027755,93.1047034027755,93.1047034027755,0,0,0,5359.14392095534,11093.4085160865,8078.26568778922,8078.26568778922,8171.37039119199
2020-03-06,8067.79415424606,36.9731940371787,36.9731940371787,36.9731940371787,36.9731940371787,36.9731940371787,36.9731940371787,0,0,0,5251.26362874681,10773.0433805277,8067.79415424606,8067.79415424606,8104.76734828324
2020-03-07,8057.32262070291,145.049246259906,145.049246259906,145.049246259906,145.049246259906,145.049246259906,145.049246259906,0,0,0,5317.5439049914,10892.5011635105,8057.32262070291,8057.32262070291,8202.37186696282
2020-03-08,8046.85108715976,-18.1877587329219,-18.1877587329219,-18.1877587329219,-18.1877587329219,-18.1877587329219,-18.1877587329219,0,0,0,5245.47175219677,11009.8717306297,8046.85108715976,8046.85108715976,8028.66332842683
2020-03-09,8036.3795536166,-172.070185696901,-172.070185696901,-172.070185696901,-172.070185696901,-172.070185696901,-172.070185696901,0,0,0,4956.77435599889,10818.5471032995,8036.3795536166,8036.3795536166,7864.3093679197
2020-03-10,8025.90802007345,-139.628534339313,-139.628534339313,-139.628534339313,-139.628534339313,-139.628534339313,-139.628534339313,0,0,0,4988.53946119865,10618.9118723094,8025.90802007345,8025.90802007345,7886.27948573413
2020-03-11,8015.43648653029,54.7593350701145,54.7593350701145,54.7593350701145,54.7593350701145,54.7593350701145,54.7593350701145,0,0,0,5128.74264788596,11061.8720209574,8015.43648653029,8015.43648653029,8070.19582160041
2020-03-12,8004.96495298714,93.1047034026104,93.1047034026104,93.1047034026104,93.1047034026104,93.1047034026104,93.1047034026104,0,0,0,5424.70904424566,11160.1032331228,8004.96495298714,8004.96495298714,8098.06965638975
2020-03-13,7994.49341944398,36.9731940370886,36.9731940370886,36.9731940370886,36.9731940370886,36.9731940370886,36.9731940370886,0,0,0,5013.75833222236,10830.3210294086,7994.49341944398,7994.49341944398,8031.46661348107
2020-03-14,7984.02188590083,145.049246259904,145.049246259904,145.049246259904,145.049246259904,145.049246259904,145.049246259904,0,0,0,5307.46900552758,11033.1264566997,7984.02188590083,7984.02188590083,8129.07113216073
